user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data
45 to 54,1029,2019-02-25,female,1,24.3,715,North Corniche,54 kg and under,Afternoon Ride,18.3,39.2,82.79,16317,16317,0
45 to 54,1614,2020-03-07,female,2,24.0,722,North Corniche,55 to 64 kg,Corniche lazy saturday 7th march,16.3,32.0,33.92,7482,7482,0
45 to 54,1615,2018-01-15,female,3,19.7,882,North Corniche,54 kg and under,احلى تمرين مع دراجي جدة سايكلس person biking: light skin tone victory hand: light skin tone ,18.2,50.4,32.32,6388,6388,0
45 to 54,1028,2019-09-16,female,4,18.8,923,North Corniche,85 to 95 kg,30k Brave Cyclists 9,15.8,27.0,34.33,7842,7842,0
55 to 64,937,2018-01-01,male,1,43.4,400,North Corniche,75 to 84 kg,Solo training Evening Ride,30.7,47.5,19.28,2259,2259,1
55 to 64,1034,2017-05-26,male,2,41.4,419,North Corniche,65 to 74 kg,Morning Ride,28.3,60.8,105.69,13442,13442,0
55 to 64,1033,2019-10-29,male,3,40.9,424,North Corniche,75 to 84 kg,Fastantic Evening Ride,30.2,46.4,30.03,3582,3582,0
55 to 64,1032,2019-05-24,male,4,40.4,430,North Corniche,54 kg and under,Night Ride,28.0,46.1,55.05,7076,7076,1
55 to 64,940,2017-12-01,male,5,39.2,443,North Corniche,55 to 64 kg,Morning Ride,27.7,49.3,80.41,10446,10446,1
55 to 64,1038,2019-07-04,male,6,38.3,453,North Corniche,54 kg and under,Night Ride,26.6,55.1,38.79,5255,5255,0
55 to 64,1036,2018-09-08,male,7,37.4,464,North Corniche,75 to 84 kg,Morning Ride,22.6,46.4,35.41,5635,5635,1
55 to 64,1037,2019-11-11,male,8,35.6,488,North Corniche,85 to 95 kg,تمرين الاثنين 2019/11/11,25.9,41.4,47.81,6647,6647,0
55 to 64,1040,2020-02-10,male,9,35.4,490,North Corniche,54 kg and under,Evening Ride,23.1,42.8,30.07,4681,4681,1
55 to 64,1035,2017-01-28,male,10,34.9,498,North Corniche,115 kg and over,Morning Ride,26.8,38.5,14.93,2005,2005,0
55 to 64,1030,2017-05-22,male,11,34.2,507,North Corniche,95 kg to 104 kg,Morning Ride,26.7,35.6,21.42,2884,2884,0
55 to 64,1031,2019-04-27,male,12,32.6,532,North Corniche,85 to 95 kg,Geely Jeddah 50km,32.6,44.6,44.34,4902,4902,0
55 to 64,972,2018-10-30,male,13,31.6,549,North Corniche,85 to 95 kg,Camel Circle ,20.4,37.4,51.57,9109,9109,0
55 to 64,1043,2017-11-29,male,14,30.2,575,North Corniche,75 to 84 kg,Evening Ride,23.3,39.2,50.12,7752,7752,0
55 to 64,938,2019-06-08,male,15,28.6,606,North Corniche,85 to 95 kg,Morning Ride,25.5,39.2,47.68,6742,6742,1
55 to 64,1128,2018-04-13,male,16,27.9,623,North Corniche,54 kg and under,Morning Ride,23.9,140.0,55.03,8287,8287,0
55 to 64,1041,2018-11-02,male,17,27.8,624,North Corniche,85 to 95 kg,Morning Ride,29.5,38.5,44.17,5393,5393,1
55 to 64,1044,2019-12-27,male,18,27.3,635,North Corniche,75 to 84 kg,Afternoon Ride,22.1,40.0,46.61,7582,7582,1
55 to 64,1039,2018-11-02,male,19,26.3,659,North Corniche,65 to 74 kg,Morning Ride,29.3,38.9,45.17,5541,5541,1
55 to 64,1046,2019-01-23,male,20,26.3,660,North Corniche,54 kg and under,Night Ride,19.0,29.9,43.47,8250,8250,0
55 to 64,1042,2019-04-15,male,21,25.9,669,North Corniche,54 kg and under,تمرين الاثنين 16 ابريل 2018,17.6,40.0,17.8,3641,3641,0
55 to 64,1275,2020-03-20,male,22,24.0,724,North Corniche,,Covid19 Ride,20.6,77.4,51.35,8978,8978,0
55 to 64,1272,2020-01-31,male,23,23.7,733,North Corniche,54 kg and under,Another Happy Long Ride. man biking beaming face with smiling eyes ,17.5,37.1,60.46,12412,12412,0
55 to 64,1618,2019-04-22,male,24,23.2,748,North Corniche,,Night Ride,0.2,46.4,33.1,674562,674562,0
55 to 64,1127,2016-11-11,male,25,22.7,764,North Corniche,55 to 64 kg,Morning Ride,20.6,32.8,56.61,9881,9881,0
55 to 64,1619,2017-11-11,male,26,22.5,773,North Corniche,,Afternoon Ride,16.3,82.4,42.03,9310,9310,0
55 to 64,1274,2019-08-16,male,27,17.5,990,North Corniche,95 kg to 104 kg,Morning Ride,15.5,33.1,34.73,8063,8063,1
55 to 64,1616,2019-08-28,male,28,15.7,1106,North Corniche,75 to 84 kg,Morning Ride,19.9,32.0,20.42,3704,3704,1
55 to 64,1617,2019-08-28,male,28,15.7,1106,North Corniche,75 to 84 kg,Morning Ride,19.9,32.0,20.42,3704,3704,1
55 to 64,1045,2018-04-13,male,30,11.6,1497,North Corniche,85 to 95 kg,Night Run,13.2,23.8,23.24,6320,6320,0
55 to 64,1100,2018-03-23,male,31,8.6,2008,North Corniche,54 kg and under,Morning Ride,17.6,26.3,63.01,12917,12917,0
55 to 64,1620,2019-10-15,male,32,4.5,3893,North Corniche,,Night Ride,10.5,71.6,56.28,19302,19302,0
55 to 64,1621,2020-03-07,female,1,23.4,743,North Corniche,55 to 64 kg,Morning Ride,14.9,45.4,33.76,8141,8141,0
65 to 69,1047,2018-04-10,male,1,43.2,402,North Corniche,75 to 84 kg,Morning Ride,28.3,47.5,91.22,11616,11616,1
65 to 69,1043,2018-08-31,male,2,30.6,567,North Corniche,75 to 84 kg,Afternoon Ride,23.9,37.1,55.82,8423,8423,0
65 to 69,1100,2020-03-07,male,3,23.4,742,North Corniche,54 kg and under,Morning Ride,16.3,33.5,32.49,7166,7166,0
65 to 69,1277,2020-03-04,male,4,18.7,926,North Corniche,75 to 84 kg,Fahrt am Morgen,20.4,82.8,91.99,16223,16223,0
70 to 74,1622,2016-12-05,male,1,33.8,514,North Corniche,54 kg and under,Night Ride,28.4,49.0,9.71,1230,1230,0
75+,1049,2019-08-05,male,1,39.4,441,North Corniche,85 to 95 kg,July 5th 2019,25.2,48.2,62.54,8924,8924,0
75+,1623,2018-05-09,male,2,31.8,545,North Corniche,65 to 74 kg,Night Ride,17.8,54.7,16.89,3409,3409,0
75+,1048,2018-09-17,male,3,24.5,708,North Corniche,54 kg and under,Evening Ride,23.4,37.1,50.16,7717,7717,0
19 and under,2,2019-01-26,male,1,44.4,136,Headquarters Business Park,65 to 74 kg,Morning Ride,37.6,52.2,21.79,2087,2087,0
19 and under,15,2019-01-13,male,2,44.1,137,Headquarters Business Park,85 to 95 kg,Afternoon Ride,22.4,56.2,103.26,16570,16570,0
19 and under,5,2015-02-09,male,3,32.8,184,Headquarters Business Park,54 kg and under,Evening Speeders Group Ride,20.2,46.8,103.59,18504,18504,0
19 and under,1357,2019-11-15,male,3,32.8,184,Headquarters Business Park,75 to 84 kg,Morning Ride,18.9,77.0,37.13,7080,7080,0
19 and under,27,2018-09-15,male,5,32.1,188,Headquarters Business Park,,Morning Ride,22.7,39.6,41.57,6594,6594,0
19 and under,3,2019-11-12,male,6,31.9,189,Headquarters Business Park,65 to 74 kg,Evening Ride winking face flexed biceps man biking ,25.0,45.7,50.14,7216,7216,1
19 and under,4,2017-12-28,male,7,31.4,192,Headquarters Business Park,54 kg and under,Morning Ride,31.4,45.4,44.6,5121,5121,0
19 and under,6,2017-12-04,male,8,31.1,194,Headquarters Business Park,54 kg and under,Evening Ride,32.2,46.4,49.92,5581,5581,0
19 and under,13,2017-09-12,male,9,30.3,199,Headquarters Business Park,65 to 74 kg,Evening Ride,28.5,46.1,39.08,4932,4932,0
19 and under,37,2019-01-26,male,10,29.4,205,Headquarters Business Park,54 kg and under,My first race folded hands: light skin tone ,27.8,41.4,20.94,2713,2713,0
19 and under,46,2018-05-04,male,11,28.6,211,Headquarters Business Park,75 to 84 kg,Morning Ride,24.6,47.5,24.92,3644,3644,1
19 and under,21,2018-01-19,male,11,28.6,211,Headquarters Business Park,55 to 64 kg,JC E RIDE,25.2,50.8,51.04,7302,7302,0
19 and under,1629,2019-04-05,male,13,28.5,212,Headquarters Business Park,54 kg and under,Morning Ride,26.6,32.8,13.29,1800,1800,0
19 and under,41,2018-06-17,male,14,28.2,214,Headquarters Business Park,75 to 84 kg,تمشية بعد انقطاع,23.1,48.6,56.16,8762,8762,0
19 and under,7,2019-05-04,male,14,28.2,214,Headquarters Business Park,65 to 74 kg,Morning Ride,31.2,47.2,108.04,12467,12467,1
19 and under,8,2019-07-31,male,16,28.1,215,Headquarters Business Park,54 kg and under,Morning Ride,23.8,55.4,37.69,5708,5708,0
19 and under,18,2019-11-16,male,16,28.1,215,Headquarters Business Park,65 to 74 kg,Morning Ride,23.9,43.6,50.45,7596,7596,0
19 and under,25,2019-03-22,male,18,27.9,216,Headquarters Business Park,85 to 95 kg,Morning Ride,23.5,40.3,53.61,8206,8206,0
19 and under,9,2019-05-13,male,19,27.1,223,Headquarters Business Park,55 to 64 kg,Night Ride,22.3,42.1,57.42,9283,9283,1
19 and under,11,2017-12-01,male,20,26.9,224,Headquarters Business Park,54 kg and under,Morning Ride,23.0,43.9,53.5,8366,8366,0
19 and under,1630,2018-12-27,male,21,26.4,229,Headquarters Business Park,54 kg and under,Night Ride,20.4,39.6,30.33,5356,5356,0
19 and under,16,2015-03-09,male,22,26.1,231,Headquarters Business Park,95 kg to 104 kg,Night Ride,18.8,41.8,19.04,3643,3643,0
19 and under,12,2016-12-23,male,23,26.0,232,Headquarters Business Park,54 kg and under,ذهاب إلى مجدولة جدة و الرجوع,21.4,59.0,156.3,26351,26351,0
19 and under,22,2015-02-06,male,24,25.9,233,Headquarters Business Park,105 kg to 114 kg,Evening Ride,21.1,43.6,21.64,3685,3685,0
19 and under,10,2016-06-13,male,25,25.7,235,Headquarters Business Park,65 to 74 kg,Night Ride,21.6,42.1,26.58,4439,4439,0
19 and under,1,2018-12-10,male,26,25.4,238,Headquarters Business Park,54 kg and under,Afternoon Ride,37.0,150.8,52.93,5147,5147,0
19 and under,1631,2020-01-02,male,26,25.4,238,Headquarters Business Park,54 kg and under,Morning Ride,30.4,109.8,25.8,3060,3060,0
19 and under,14,2019-04-06,male,28,25.0,241,Headquarters Business Park,54 kg and under,Morning Ride,26.8,44.6,56.5,7595,7595,0
19 and under,1632,2018-03-18,male,29,24.9,242,Headquarters Business Park,54 kg and under,Night Ride,15.7,32.4,19.15,4396,4396,0
19 and under,19,2019-11-06,male,29,24.9,242,Headquarters Business Park,,Evening Ride,27.3,47.5,52.71,6946,6946,0
19 and under,29,2020-01-31,male,31,24.8,243,Headquarters Business Park,54 kg and under,Relaxed ride sun ,17.1,34.2,45.46,9563,9563,0
19 and under,20,2019-03-20,male,32,24.6,245,Headquarters Business Park,54 kg and under,Evening Ride,22.4,49.0,59.02,9475,9475,0
19 and under,1633,2019-08-03,male,33,24.5,246,Headquarters Business Park,54 kg and under,Night Ride,17.3,38.2,42.55,8854,8854,0
19 and under,1279,2019-08-23,male,33,24.5,246,Headquarters Business Park,54 kg and under,Evening Ride,22.5,49.0,15.44,2469,2469,0
19 and under,23,2019-05-15,male,35,24.1,250,Headquarters Business Park,55 to 64 kg,اول طيحة رايد winking face with tongue ,27.1,42.8,47.22,6283,6283,0
19 and under,24,2019-07-22,male,35,24.1,250,Headquarters Business Park,,Evening Ride,24.4,61.2,53.26,7874,7874,0
19 and under,1634,2019-04-04,male,37,24.0,252,Headquarters Business Park,54 kg and under,Evening Ride,13.2,38.2,13.95,3793,3793,0
19 and under,32,2019-10-04,male,38,23.9,253,Headquarters Business Park,54 kg and under,Morning Ride,20.2,34.2,27.92,4971,4971,0
19 and under,26,2018-10-19,male,39,23.5,257,Headquarters Business Park,85 to 95 kg,19/10/2018,22.2,38.2,48.0,7788,7788,0
19 and under,1635,2019-06-11,male,40,23.0,263,Headquarters Business Park,75 to 84 kg,Morning Ride,23.7,36.0,21.59,3278,3278,0
19 and under,17,2018-07-07,male,41,22.7,266,Headquarters Business Park,54 kg and under,Evening Ride,31.2,52.2,38.4,4436,4436,0
19 and under,28,2018-11-21,male,42,22.4,269,Headquarters Business Park,54 kg and under,Evening Ride,20.5,48.6,57.64,10106,10106,0
19 and under,1636,2018-06-15,male,43,22.1,273,Headquarters Business Park,54 kg and under,نص التمرين نسيت ما اشغله اول تمرين بالرود,16.1,34.9,11.25,2513,2513,0
19 and under,34,2018-12-19,male,44,21.8,277,Headquarters Business Park,54 kg and under,Evening Ride,29.6,52.2,45.22,5498,5498,0
19 and under,1637,2020-01-07,male,45,21.6,279,Headquarters Business Park,,Afternoon Ride,15.0,47.5,30.06,7218,7218,0
19 and under,1638,2019-02-12,male,46,21.6,280,Headquarters Business Park,54 kg and under,Evening Ride,12.5,68.0,9.26,2669,2669,0
19 and under,1639,2019-02-12,male,47,21.3,284,Headquarters Business Park,54 kg and under,Evening Ride,22.2,74.5,20.95,3394,3394,0
19 and under,1640,2018-11-24,male,48,21.2,285,Headquarters Business Park,65 to 74 kg,Morning Ride,15.7,39.2,10.92,2498,2498,0
19 and under,1641,2019-08-19,male,48,21.2,285,Headquarters Business Park,54 kg and under,Night Ride,23.1,34.2,2.81,439,439,0
19 and under,1642,2018-01-07,male,50,21.1,286,Headquarters Business Park,54 kg and under,Morning Ride,21.9,35.3,13.18,2162,2162,0
19 and under,1643,2019-11-22,male,51,21.0,288,Headquarters Business Park,54 kg and under,Morning Ride,20.3,29.5,9.57,1698,1698,0
19 and under,30,2017-12-25,male,52,20.7,291,Headquarters Business Park,54 kg and under,Evening Ride,21.9,47.2,65.23,10720,10720,0
19 and under,1644,2018-06-08,male,53,20.5,295,Headquarters Business Park,54 kg and under,Afternoon Ride,21.0,45.7,26.18,4478,4478,0
19 and under,1356,2018-01-22,male,54,20.4,296,Headquarters Business Park,54 kg and under,22/1/2018,19.7,35.6,22.07,4031,4031,0
19 and under,1645,2019-08-16,male,55,19.8,305,Headquarters Business Park,54 kg and under,Evening Ride,14.3,45.4,20.0,5026,5026,0
19 and under,1278,2018-01-16,male,56,19.7,307,Headquarters Business Park,55 to 64 kg,Morning Ride,17.0,47.2,25.46,5388,5388,0
19 and under,33,2017-02-27,male,56,19.7,307,Headquarters Business Park,75 to 84 kg,Evening Ride,20.3,33.1,21.2,3754,3754,0
19 and under,1358,2019-08-25,male,58,19.4,311,Headquarters Business Park,54 kg and under,Boi,17.3,35.6,26.09,5417,5417,0
19 and under,39,2018-11-11,male,59,19.3,312,Headquarters Business Park,115 kg and over,Evening Ride,19.7,37.8,28.39,5194,5194,0
19 and under,42,2019-01-28,male,60,19.2,314,Headquarters Business Park,54 kg and under,Resume morning ride flexed biceps: medium skin tone ,13.8,99.4,74.31,19414,19414,0
19 and under,1646,2019-09-04,male,61,19.1,316,Headquarters Business Park,54 kg and under,Night Ride,14.0,36.4,8.98,2306,2306,0
19 and under,43,2018-04-19,male,62,18.9,320,Headquarters Business Park,54 kg and under,Night Ride,15.8,45.0,28.72,6542,6542,0
19 and under,38,2019-07-10,male,62,18.9,320,Headquarters Business Park,55 to 64 kg,Jeddah Cycling 1,17.8,39.6,23.16,4679,4679,0
19 and under,1647,2019-02-03,male,64,18.4,328,Headquarters Business Park,54 kg and under,Evening Ride,15.8,37.8,36.08,8229,8229,0
19 and under,1648,2018-05-14,male,65,18.3,330,Headquarters Business Park,75 to 84 kg,Night Ride,20.5,37.4,10.44,1833,1833,0
19 and under,1355,2018-10-20,male,66,18.2,332,Headquarters Business Park,54 kg and under,Hmm,17.8,91.8,13.77,2786,2786,0
19 and under,1352,2020-01-11,male,66,18.2,332,Headquarters Business Park,54 kg and under,Evening Ride,12.2,39.2,29.98,8872,8872,0
19 and under,1649,2018-10-20,male,68,18.1,334,Headquarters Business Park,,Morning Ride,14.8,41.8,38.68,9386,9386,0
19 and under,1129,2018-10-05,male,69,17.8,340,Headquarters Business Park,55 to 64 kg,Morning Ride,34.3,55.1,73.43,7706,7706,0
19 and under,1650,2019-05-21,male,70,17.5,344,Headquarters Business Park,54 kg and under,Afternoon Ride,18.0,29.9,14.59,2924,2924,0
19 and under,1651,2019-05-24,male,71,17.5,345,Headquarters Business Park,54 kg and under,Afternoon Ride,14.8,38.2,24.86,6040,6040,0
19 and under,1652,2019-08-09,male,72,16.4,367,Headquarters Business Park,75 to 84 kg,Corniche bike rent,16.2,26.3,2.28,506,506,0
19 and under,1653,2018-11-14,male,73,16.4,369,Headquarters Business Park,54 kg and under,Evening Ride,11.5,31.3,7.81,2452,2452,0
19 and under,1654,2018-07-14,male,74,16.3,370,Headquarters Business Park,,رجعة سيئة ,16.0,24.1,6.44,1447,1447,0
19 and under,1655,2019-04-02,male,75,16.3,371,Headquarters Business Park,,Night Ride,18.3,38.9,36.14,7125,7125,0
19 and under,1656,2019-06-24,male,76,16.0,377,Headquarters Business Park,54 kg and under,الواجهة البحرية,21.8,38.5,11.53,1909,1909,0
19 and under,31,2016-09-19,male,77,15.8,381,Headquarters Business Park,75 to 84 kg,Evening Ride,16.4,36.0,21.64,4738,4738,0
19 and under,1657,2018-12-10,male,78,15.6,387,Headquarters Business Park,55 to 64 kg,Evening Ride,16.2,29.9,10.07,2244,2244,0
19 and under,1658,2019-01-25,male,79,15.4,393,Headquarters Business Park,54 kg and under,Afternoon Ride,14.1,33.1,6.45,1644,1644,0
19 and under,45,2015-01-16,male,80,15.1,400,Headquarters Business Park,75 to 84 kg,Afternoon Ride,15.2,34.6,58.24,13814,13814,0
19 and under,1659,2019-11-10,male,81,15.0,403,Headquarters Business Park,54 kg and under,"Night ride with alaa, amro, and khalid",15.0,27.7,10.93,2623,2623,0
19 and under,1660,2019-02-17,male,82,14.4,418,Headquarters Business Park,54 kg and under,Night Ride,16.0,36.0,6.27,1412,1412,0
19 and under,1661,2020-01-20,male,83,14.4,420,Headquarters Business Park,85 to 95 kg,Afternoon Ride,17.1,104.0,31.55,6629,6629,0
19 and under,1662,2018-02-07,male,84,13.7,441,Headquarters Business Park,54 kg and under,Night Ride,12.4,42.1,15.38,4480,4480,0
19 and under,1361,2017-03-18,male,85,13.1,462,Headquarters Business Park,55 to 64 kg,Morning Ride,9.1,30.2,19.97,7928,7928,0
19 and under,1663,2019-06-30,male,86,13.0,464,Headquarters Business Park,54 kg and under,Morning Ride,20.5,99.7,31.2,5478,5478,0
19 and under,1664,2019-06-17,male,87,12.8,473,Headquarters Business Park,65 to 74 kg,Evening Ride,12.2,39.2,32.87,9667,9667,0
19 and under,40,2014-11-10,male,88,12.7,474,Headquarters Business Park,65 to 74 kg,Evening Ride,12.3,32.4,43.29,12641,12641,0
19 and under,1665,2019-01-11,male,88,12.7,474,Headquarters Business Park,54 kg and under,Evening Ride,12.1,28.8,25.06,7470,7470,0
19 and under,1666,2019-01-11,male,90,12.4,485,Headquarters Business Park,54 kg and under,Mamsha,12.3,42.8,24.48,7143,7143,0
19 and under,1667,2018-01-10,male,91,12.3,489,Headquarters Business Park,54 kg and under,Evening Ride,14.7,32.8,6.78,1657,1657,0
19 and under,1668,2019-01-18,male,92,10.4,578,Headquarters Business Park,54 kg and under,Afternoon Ride,13.8,25.9,12.46,3250,3250,0
19 and under,1669,2018-03-23,male,93,9.9,607,Headquarters Business Park,,Night Ride,12.8,33.1,56.43,15909,15909,0
19 and under,1670,2019-08-13,male,94,9.0,674,Headquarters Business Park,55 to 64 kg,Morning Ride,15.5,41.8,9.65,2249,2249,0
19 and under,1671,2019-01-06,male,95,8.6,699,Headquarters Business Park,54 kg and under,تمرين خفيف فالكورنيش,16.6,47.5,12.11,2633,2633,0
19 and under,1353,2018-02-21,male,96,8.6,701,Headquarters Business Park,54 kg and under,Evening Ride,19.9,35.3,26.14,4723,4723,0
19 and under,1672,2019-07-21,male,97,4.8,1249,Headquarters Business Park,54 kg and under,Evening Ride,11.7,33.1,7.72,2371,2371,0
19 and under,1673,2019-02-15,male,98,2.7,2239,Headquarters Business Park,54 kg and under,Evening Ride,15.4,36.7,36.22,8494,8494,0
19 and under,1674,2019-11-23,female,1,40.8,148,Headquarters Business Park,55 to 64 kg,Morning Ride,16.4,79.9,20.99,4612,4612,0
19 and under,49,2019-12-02,female,2,24.9,242,Headquarters Business Park,54 kg and under,Night Ride,17.5,78.8,8.65,1777,1777,0
19 and under,1675,2019-01-13,female,3,24.7,244,Headquarters Business Park,54 kg and under,Evening Ride,20.8,33.1,22.48,3897,3897,0
19 and under,1676,2018-09-04,female,4,24.0,251,Headquarters Business Park,54 kg and under,Afternoon Ride,20.1,40.3,16.45,2946,2946,0
19 and under,47,2018-09-15,female,5,23.7,255,Headquarters Business Park,54 kg and under,من أرهب التمارين,17.7,31.3,54.53,11094,11094,0
19 and under,1677,2018-11-14,female,6,23.1,261,Headquarters Business Park,54 kg and under,Night Ride,18.9,35.3,21.93,4178,4178,0
19 and under,1362,2018-12-02,female,7,20.5,295,Headquarters Business Park,54 kg and under,Night Ride,17.0,36.7,39.35,8323,8323,0
19 and under,48,2019-12-22,female,8,18.2,332,Headquarters Business Park,54 kg and under,20k evening ride,17.2,24.1,21.19,4437,4437,0
19 and under,1678,2018-11-17,female,9,16.1,376,Headquarters Business Park,54 kg and under,Afternoon Ride,14.1,39.6,15.63,3990,3990,0
19 and under,50,2019-09-27,female,10,15.3,394,Headquarters Business Park,54 kg and under,Morning ride,17.5,30.6,36.43,7480,7480,0
19 and under,1679,2018-12-29,female,11,12.5,483,Headquarters Business Park,54 kg and under,Morning Ride,14.3,23.0,11.51,2898,2898,0
19 and under,1680,2019-10-22,female,12,5.8,1046,Headquarters Business Park,54 kg and under,Afternoon Ride,6.4,16.6,4.76,2688,2688,0
19 and under,1681,2019-10-22,female,13,5.7,1054,Headquarters Business Park,54 kg and under,Afternoon Ride,5.9,11.9,4.88,2955,2955,0
19 and under,1682,2019-10-22,female,14,5.7,1055,Headquarters Business Park,54 kg and under,Afternoon Ride,6.2,12.2,4.95,2867,2867,0
19 and under,1683,2020-02-02,female,15,5.2,1150,Headquarters Business Park,54 kg and under,Evening Ride,7.8,18.4,3.65,1698,1698,0
20 to 24,52,2019-04-27,male,1,44.4,136,Headquarters Business Park,75 to 84 kg,Morning Ride,41.8,60.1,41.65,3583,3583,1
20 to 24,54,2018-12-27,male,2,40.2,150,Headquarters Business Park,65 to 74 kg,Crazy wind dashing away man biking: light skin tone fire ,30.0,58.0,112.1,13463,13463,0
20 to 24,4,2018-01-22,male,3,38.9,155,Headquarters Business Park,54 kg and under,Afternoon Ride,31.4,52.6,56.53,6486,6486,1
20 to 24,1684,2019-04-19,male,4,37.5,161,Headquarters Business Park,75 to 84 kg,Дневной велозаезд,37.5,64.1,51.14,4906,4906,0
20 to 24,1685,2019-04-19,male,5,37.3,162,Headquarters Business Park,65 to 74 kg,Afternoon Ride,39.1,64.4,50.68,4664,4664,0
20 to 24,1131,2019-04-19,male,5,37.3,162,Headquarters Business Park,115 kg and over,Afternoon Ride,39.4,63.4,49.92,4558,4558,1
20 to 24,68,2019-03-14,male,7,36.6,165,Headquarters Business Park,54 kg and under,Lunch Ride,29.1,52.9,50.11,6190,6190,0
20 to 24,1366,2018-03-12,male,8,35.9,168,Headquarters Business Park,75 to 84 kg,Night Ride,17.1,82.8,28.64,6025,6025,0
20 to 24,51,2015-10-12,male,9,35.3,171,Headquarters Business Park,65 to 74 kg,Evening Ride,31.1,45.4,45.76,5294,5294,0
20 to 24,53,2019-01-05,male,10,33.7,179,Headquarters Business Park,75 to 84 kg,Morning Ride,30.8,38.2,24.71,2892,2892,0
20 to 24,66,2018-01-11,male,11,33.0,183,Headquarters Business Park,75 to 84 kg, person running person biking person swimming ,28.1,40.3,48.94,6279,6279,1
20 to 24,1101,2017-12-15,male,12,31.6,191,Headquarters Business Park,85 to 95 kg,Morning Ride,27.7,50.4,34.64,4499,4499,0
20 to 24,1278,2020-03-24,male,12,31.6,191,Headquarters Business Park,55 to 64 kg,Morning Ride,28.2,40.3,27.27,3484,3484,0
20 to 24,1686,2018-04-22,male,14,31.1,194,Headquarters Business Park,54 kg and under,كورنيش جدة crying face smiling face with heart-eyes clapping hands ,16.8,42.1,15.21,3262,3262,0
20 to 24,55,2015-08-10,male,14,31.1,194,Headquarters Business Park,54 kg and under,Night Ride,27.1,51.1,43.09,5715,5715,0
20 to 24,67,2019-03-23,male,14,31.1,194,Headquarters Business Park,54 kg and under,Morning Ride,32.3,43.9,49.43,5514,5514,1
20 to 24,107,2018-12-26,male,17,31.0,195,Headquarters Business Park,65 to 74 kg,Training ,22.0,38.9,20.59,3367,3367,0
20 to 24,8,2020-02-29,male,18,30.6,197,Headquarters Business Park,54 kg and under,Afternoon Ride,30.0,56.5,41.84,5026,5026,0
20 to 24,60,2015-05-11,male,19,30.5,198,Headquarters Business Park,85 to 95 kg,Night Ride,26.9,44.6,52.16,6993,6993,0
20 to 24,63,2014-05-03,male,20,30.3,199,Headquarters Business Park,115 kg and over,Morning Ride,24.5,53.6,60.65,8921,8921,0
20 to 24,58,2019-04-19,male,20,30.3,199,Headquarters Business Park,,Afternoon Ride,30.3,53.6,32.9,3903,3903,1
20 to 24,72,2018-02-14,male,22,30.2,200,Headquarters Business Park,54 kg and under,Night Ride,25.5,53.6,58.09,8188,8188,0
20 to 24,77,2018-03-26,male,23,29.9,202,Headquarters Business Park,75 to 84 kg,Night Ride,25.1,65.2,65.8,9444,9444,1
20 to 24,56,2017-04-10,male,23,29.9,202,Headquarters Business Park,65 to 74 kg,Night Ride,33.7,50.4,44.6,4760,4760,0
20 to 24,144,2018-06-17,male,23,29.9,202,Headquarters Business Park,54 kg and under,Morning Ride,22.3,48.2,33.99,5490,5490,0
20 to 24,64,2016-02-29,male,26,28.9,209,Headquarters Business Park,55 to 64 kg,Evening Ride,26.8,41.4,44.49,5970,5970,0
20 to 24,1364,2017-12-20,male,27,28.7,210,Headquarters Business Park,85 to 95 kg,Evening Ride,18.4,34.2,23.69,4628,4628,0
20 to 24,57,2016-12-21,male,27,28.7,210,Headquarters Business Park,65 to 74 kg,Evening Ride,27.9,61.2,34.89,4499,4499,0
20 to 24,73,2015-01-25,male,29,28.6,211,Headquarters Business Park,75 to 84 kg,Afternoon Ride With Faisal Ghassan Haytham & Rabie ,21.0,39.2,40.2,6907,6907,0
20 to 24,137,2019-01-27,male,30,28.3,213,Headquarters Business Park,54 kg and under,Evening Ride,14.0,39.6,18.29,4700,4700,0
20 to 24,65,2014-12-10,male,31,28.2,214,Headquarters Business Park,95 kg to 104 kg,Evening Ride,25.6,36.4,34.65,4881,4881,0
20 to 24,3,2020-02-22,male,32,28.1,215,Headquarters Business Park,65 to 74 kg,Morning Ride تمرين رائع winking face flexed biceps person biking ,28.2,46.4,61.45,7858,7858,1
20 to 24,1363,2020-03-10,male,33,27.8,217,Headquarters Business Park,54 kg and under,Evening Ride,26.2,37.1,12.43,1709,1709,0
20 to 24,1372,2018-03-28,male,34,27.4,220,Headquarters Business Park,75 to 84 kg,Night Ride,20.6,41.8,16.98,2973,2973,1
20 to 24,1687,2019-02-05,male,34,27.4,220,Headquarters Business Park,,Night Ride,21.3,38.5,14.87,2515,2515,0
20 to 24,1154,2018-03-28,male,36,27.3,221,Headquarters Business Park,75 to 84 kg,Night Ride,18.8,38.9,19.24,3679,3679,0
20 to 24,10,2017-05-31,male,37,26.8,225,Headquarters Business Park,65 to 74 kg,Night Ride,24.4,41.8,19.63,2901,2901,0
20 to 24,61,2016-08-01,male,37,26.8,225,Headquarters Business Park,85 to 95 kg,Night Ride,23.7,53.6,25.47,3871,3871,0
20 to 24,1688,2017-12-23,male,39,26.7,226,Headquarters Business Park,115 kg and over,Morning Ride,14.7,41.4,36.02,8797,8797,0
