user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data
20 to 24,2,2019-08-22,male,40,26.5,228,Headquarters Business Park,65 to 74 kg,Evening Ride,25.4,55.1,16.7,2365,2365,1
20 to 24,82,2018-02-23,male,41,26.4,229,Headquarters Business Park,54 kg and under,Morning Ride,25.9,37.4,59.13,8209,8209,0
20 to 24,104,2018-11-14,male,41,26.4,229,Headquarters Business Park,54 kg and under,Evening Ride,24.5,58.7,38.15,5616,5616,0
20 to 24,76,2018-09-17,male,43,26.1,231,Headquarters Business Park,75 to 84 kg,تمرين مع دراج جده سبيدر,27.8,38.5,31.23,4039,4039,0
20 to 24,59,2019-06-30,male,44,26.0,232,Headquarters Business Park,85 to 95 kg,Morning Ride,26.2,40.3,15.92,2189,2189,1
20 to 24,1384,2019-10-13,male,45,25.8,234,Headquarters Business Park,54 kg and under,Night Ride,19.2,30.6,15.6,2921,2921,0
20 to 24,84,2018-04-18,male,46,25.7,235,Headquarters Business Park,105 kg to 114 kg,Sortie à vélo en soirée,24.2,41.0,49.57,7381,7381,0
20 to 24,1689,2018-02-11,male,47,25.6,236,Headquarters Business Park,54 kg and under,1st ride recorded,18.9,29.9,15.92,3036,3036,0
20 to 24,1690,2019-08-13,male,47,25.6,236,Headquarters Business Park,,Morning Ride,17.5,31.3,20.93,4309,4309,0
20 to 24,106,2014-08-20,male,49,25.5,237,Headquarters Business Park,55 to 64 kg,Morning Ride بعد انقطاع,22.7,43.2,17.51,2783,2783,0
20 to 24,74,2019-01-02,male,49,25.5,237,Headquarters Business Park,,Morning Ride,21.4,34.2,50.47,8497,8497,0
20 to 24,1691,2019-06-02,male,49,25.5,237,Headquarters Business Park,54 kg and under,Night Ride,21.7,41.0,17.04,2830,2830,0
20 to 24,83,2017-12-19,male,52,25.3,239,Headquarters Business Park,85 to 95 kg,Evening Ride,20.5,34.6,20.52,3612,3612,0
20 to 24,1158,2018-12-16,male,53,25.0,241,Headquarters Business Park,65 to 74 kg,Morning Ride,24.3,32.4,10.43,1548,1548,0
20 to 24,62,2013-12-25,male,54,24.9,242,Headquarters Business Park,75 to 84 kg,Evening Ride,25.1,40.7,29.2,4181,4181,0
20 to 24,1369,2018-03-09,male,55,24.8,243,Headquarters Business Park,54 kg and under,Evening Ride,13.2,37.8,23.81,6472,6472,0
20 to 24,88,2018-03-05,male,55,24.8,243,Headquarters Business Park,54 kg and under,الكورنيش كامل لحد طريق الملك,21.6,35.3,25.11,4187,4187,0
20 to 24,118,2013-09-03,male,55,24.8,243,Headquarters Business Park,55 to 64 kg,تمرين مجموعة دراجتي جدة,21.8,41.4,29.69,4899,4899,0
20 to 24,80,2020-01-31,male,55,24.8,243,Headquarters Business Park,54 kg and under,Morning Ride,22.8,43.2,62.99,9957,9957,0
20 to 24,99,2019-07-26,male,59,24.4,247,Headquarters Business Park,54 kg and under,Morning Ride,21.1,31.0,20.24,3462,3462,0
20 to 24,85,2016-12-07,male,60,24.3,248,Headquarters Business Park,85 to 95 kg,Evening Rideاحمد,23.9,46.8,13.46,2029,2029,0
20 to 24,70,2019-11-13,male,60,24.3,248,Headquarters Business Park,54 kg and under,Evening Ride,26.2,36.4,28.11,3867,3867,0
20 to 24,111,2018-03-21,male,62,24.1,250,Headquarters Business Park,115 kg and over,Morning Ride,24.7,38.5,14.21,2075,2075,0
20 to 24,120,2018-08-30,male,63,24.0,251,Headquarters Business Park,54 kg and under,Evening Ride,22.2,45.0,13.1,2122,2122,0
20 to 24,91,2018-02-09,male,64,24.0,252,Headquarters Business Park,75 to 84 kg,Friday morning ride,25.3,58.7,52.99,7532,7532,0
20 to 24,1692,2018-08-03,male,64,24.0,252,Headquarters Business Park,65 to 74 kg,Evening Ride,19.9,43.6,22.28,4024,4024,0
20 to 24,1693,2019-10-25,male,66,23.9,253,Headquarters Business Park,54 kg and under,Friday oct,20.4,29.2,16.78,2957,2957,0
20 to 24,134,2018-06-09,male,67,23.7,255,Headquarters Business Park,54 kg and under,Night Ride,21.7,50.4,25.11,4162,4162,0
20 to 24,126,2018-02-10,male,67,23.7,255,Headquarters Business Park,54 kg and under,Afternoon Ride,17.4,41.4,26.11,5406,5406,0
20 to 24,97,2017-03-06,male,67,23.7,255,Headquarters Business Park,54 kg and under,Evening Ride,23.9,36.7,23.23,3496,3496,0
20 to 24,75,2015-01-26,male,70,23.6,256,Headquarters Business Park,,طلعة مع قروب جدة انا والكابتن عبدالرحمن العامودي,18.2,55.1,37.62,7446,7446,0
20 to 24,1395,2019-05-18,male,70,23.6,256,Headquarters Business Park,54 kg and under,Night Ride,18.1,40.3,17.19,3427,3427,0
20 to 24,90,2013-10-04,male,72,23.4,258,Headquarters Business Park,85 to 95 kg,Morning Ride,21.3,55.1,49.96,8454,8454,0
20 to 24,94,2015-07-07,male,73,23.3,259,Headquarters Business Park,85 to 95 kg,Night Ride,23.3,37.4,24.91,3852,3852,0
20 to 24,103,2018-08-31,male,73,23.3,259,Headquarters Business Park,75 to 84 kg,Fun,20.5,41.4,24.13,4244,4244,0
20 to 24,1694,2019-10-22,male,75,23.2,260,Headquarters Business Park,55 to 64 kg,Night Ride,23.7,46.1,14.81,2254,2254,0
20 to 24,98,2017-02-15,male,76,23.1,261,Headquarters Business Park,54 kg and under,Evening Ride,23.4,39.6,24.4,3762,3762,0
20 to 24,78,2016-05-30,male,76,23.1,261,Headquarters Business Park,75 to 84 kg,Jed cyclist change your life,19.5,55.1,34.72,6420,6420,0
20 to 24,115,2018-05-03,male,78,23.0,262,Headquarters Business Park,54 kg and under,Afternoon Ride,14.8,40.3,26.01,6328,6328,0
20 to 24,1166,2019-08-08,male,79,23.0,263,Headquarters Business Park,54 kg and under,Night Ride,17.5,43.9,53.66,11010,11010,0
20 to 24,1389,2019-08-11,male,79,23.0,263,Headquarters Business Park,54 kg and under,Night Ride,14.8,46.8,38.94,9496,9496,0
20 to 24,140,2018-03-05,male,81,22.9,264,Headquarters Business Park,54 kg and under,Night Ride,18.9,28.1,14.38,2745,2745,1
20 to 24,1687,2018-12-01,male,81,22.9,264,Headquarters Business Park,,Morning Ride,18.2,41.0,32.77,6483,6483,0
20 to 24,96,2017-05-01,male,83,22.8,265,Headquarters Business Park,85 to 95 kg,Evening Ride,21.5,33.8,24.35,4072,4072,0
20 to 24,1695,2018-03-27,male,84,22.7,266,Headquarters Business Park,85 to 95 kg,فرهه على الكورنيش يوم الثلاثاء 10-07-1439هـ,18.3,37.1,21.01,4133,4133,0
20 to 24,1385,2018-07-17,male,84,22.7,266,Headquarters Business Park,54 kg and under,Evening Ride,21.5,36.0,26.28,4400,4400,0
20 to 24,1696,2019-11-05,male,86,22.6,267,Headquarters Business Park,54 kg and under,Evening Ride,20.5,34.9,13.02,2284,2284,0
20 to 24,114,2019-07-23,male,87,22.5,268,Headquarters Business Park,54 kg and under,Night Ride,22.7,41.8,18.44,2926,2926,0
20 to 24,1697,2019-03-29,male,88,22.4,269,Headquarters Business Park,54 kg and under,Night Ride,11.4,41.8,33.96,10743,10743,0
20 to 24,93,2018-03-19,male,89,22.4,270,Headquarters Business Park,55 to 64 kg,Evening Ride,17.0,33.1,17.64,3727,3727,0
20 to 24,100,2018-10-22,male,89,22.4,270,Headquarters Business Park,54 kg and under,Evening Ride,24.5,45.0,51.62,7600,7600,0
20 to 24,102,2017-08-09,male,91,22.3,271,Headquarters Business Park,54 kg and under,Evening Ride,22.7,59.8,29.4,4667,4667,0
20 to 24,101,2017-08-09,male,92,22.2,272,Headquarters Business Park,75 to 84 kg,تمرين دراج جده,21.4,45.4,24.63,4148,4148,0
20 to 24,81,2014-04-09,male,92,22.2,272,Headquarters Business Park,54 kg and under,Night Ride,23.1,43.2,15.96,2486,2486,0
20 to 24,121,2017-11-29,male,94,22.1,273,Headquarters Business Park,75 to 84 kg,Night Ride,20.0,33.1,23.58,4255,4255,1
20 to 24,1698,2018-11-13,male,94,22.1,273,Headquarters Business Park,54 kg and under,Quickie,20.2,41.8,12.97,2310,2310,0
20 to 24,1699,2018-07-20,male,96,22.0,275,Headquarters Business Park,75 to 84 kg,الكورنيش الجديد ,18.6,49.0,22.26,4310,4310,0
20 to 24,36,2018-04-23,male,97,21.6,280,Headquarters Business Park,54 kg and under,Evening Ride,23.6,41.8,46.31,7073,7073,0
20 to 24,112,2014-12-22,male,98,21.5,281,Headquarters Business Park,54 kg and under,Evening Ride,21.0,37.8,15.91,2729,2729,0
20 to 24,1383,2019-08-11,male,98,21.5,281,Headquarters Business Park,54 kg and under,Morning ride ,19.6,41.8,22.8,4192,4192,0
20 to 24,131,2015-05-09,male,100,21.3,284,Headquarters Business Park,95 kg to 104 kg,Morning Ride,19.2,45.0,52.3,9809,9809,0
20 to 24,95,2018-09-11,male,101,21.2,285,Headquarters Business Park,54 kg and under,Night Ride,20.0,46.8,30.02,5397,5397,0
20 to 24,119,2018-11-24,male,101,21.2,285,Headquarters Business Park,75 to 84 kg,Morning Ride,14.9,41.8,11.24,2713,2713,0
20 to 24,1700,2019-05-27,male,101,21.2,285,Headquarters Business Park,65 to 74 kg,Night Ride,18.3,34.2,15.82,3107,3107,0
20 to 24,79,2016-04-11,male,104,21.1,286,Headquarters Business Park,65 to 74 kg,Evening Ride,19.6,50.0,82.51,15192,15192,0
20 to 24,1701,2018-11-21,male,104,21.1,286,Headquarters Business Park,54 kg and under,Evening Ride,15.9,36.7,30.32,6845,6845,0
20 to 24,1368,2018-12-31,male,104,21.1,286,Headquarters Business Park,54 kg and under,Morning Ride,15.0,43.6,27.02,6489,6489,0
20 to 24,109,2019-04-01,male,104,21.1,286,Headquarters Business Park,65 to 74 kg,عودة قاسية بعد انقطاع طويل fire ,21.0,34.2,41.44,7095,7095,0
20 to 24,1702,2018-08-21,male,108,21.0,288,Headquarters Business Park,54 kg and under,Evening Ride,19.0,43.6,17.99,3409,3409,0
20 to 24,1703,2018-12-22,male,108,21.0,288,Headquarters Business Park,54 kg and under,Evening Ride,16.6,40.3,24.07,5207,5207,0
20 to 24,1704,2019-01-14,male,110,20.7,291,Headquarters Business Park,54 kg and under,Morning ride,16.7,25.9,18.94,4074,4074,0
20 to 24,1647,2020-03-09,male,111,20.5,294,Headquarters Business Park,54 kg and under,Afternoon Ride,18.2,35.6,18.13,3595,3595,0
20 to 24,124,2018-09-17,male,112,20.5,295,Headquarters Business Park,75 to 84 kg,Night Ride,19.7,42.1,17.17,3135,3135,0
20 to 24,110,2019-01-29,male,112,20.5,295,Headquarters Business Park,54 kg and under,Evening Ride,17.2,34.6,15.14,3178,3178,0
20 to 24,117,2017-03-12,male,114,20.4,296,Headquarters Business Park,54 kg and under,Evening Ride,21.9,42.1,21.95,3615,3615,0
20 to 24,92,2019-12-23,male,114,20.4,296,Headquarters Business Park,75 to 84 kg,رايد مع وحوش جده Jeddah cyclists ,24.6,38.5,48.11,7049,7049,0
20 to 24,113,2018-12-26,male,116,20.3,297,Headquarters Business Park,54 kg and under,Night Ride,16.0,43.6,25.71,5789,5789,0
20 to 24,1705,2019-10-16,male,116,20.3,297,Headquarters Business Park,54 kg and under,Night Ride,18.9,80.6,13.85,2636,2636,0
20 to 24,1706,2018-09-22,male,118,20.1,300,Headquarters Business Park,54 kg and under,Evening Ride,18.2,38.2,15.56,3078,3078,0
20 to 24,1707,2019-08-29,male,118,20.1,300,Headquarters Business Park,65 to 74 kg,Night Ride,13.0,35.3,13.12,3645,3645,0
20 to 24,138,2019-04-13,male,120,20.0,302,Headquarters Business Park,54 kg and under,Morning Ride,18.6,38.2,22.38,4334,4334,0
20 to 24,1708,2018-01-21,male,121,19.9,303,Headquarters Business Park,85 to 95 kg,Evening Ride,18.5,31.7,25.13,4888,4888,0
20 to 24,135,2019-05-08,male,122,19.8,305,Headquarters Business Park,54 kg and under,Night Ride,21.2,36.0,25.41,4310,4310,0
20 to 24,129,2017-12-04,male,123,19.5,310,Headquarters Business Park,54 kg and under,Evening Ride,18.2,60.1,27.24,5392,5392,0
20 to 24,1709,2018-11-17,male,123,19.5,310,Headquarters Business Park,54 kg and under,Morning Ride,14.9,37.1,21.39,5176,5176,0
20 to 24,1710,2019-09-14,male,125,19.4,311,Headquarters Business Park,54 kg and under,Afternoon Ride,18.6,40.3,21.22,4098,4098,0
20 to 24,123,2018-01-03,male,126,19.2,314,Headquarters Business Park,54 kg and under,Evening Ride,14.7,31.3,35.08,8584,8584,0
20 to 24,1387,2018-08-03,male,127,19.1,316,Headquarters Business Park,65 to 74 kg,Night Ride,16.7,34.6,16.86,3627,3627,0
20 to 24,1711,2019-07-26,male,128,19.0,317,Headquarters Business Park,54 kg and under,Afternoon Ride,15.3,37.4,15.32,3608,3608,0
20 to 24,1712,2020-01-03,male,128,19.0,317,Headquarters Business Park,,Morning Ride,17.2,47.9,15.92,3323,3323,0
20 to 24,1653,2020-01-31,male,128,19.0,317,Headquarters Business Park,54 kg and under,Night Ride,13.8,28.1,34.41,8976,8976,0
20 to 24,69,2018-06-10,male,131,19.0,318,Headquarters Business Park,65 to 74 kg,Night Ride,23.8,34.9,47.84,7239,7239,0
20 to 24,1713,2020-02-02,male,132,18.9,319,Headquarters Business Park,65 to 74 kg,Afternoon Ride,15.0,34.9,26.48,6366,6366,1
20 to 24,1714,2019-10-05,male,133,18.9,320,Headquarters Business Park,54 kg and under,Morning Ride,16.3,34.9,15.93,3526,3526,0
20 to 24,1715,2019-04-02,male,134,18.8,321,Headquarters Business Park,95 kg to 104 kg,Evening Ride,17.8,42.8,18.84,3805,3805,0
20 to 24,1716,2018-10-17,male,135,18.6,325,Headquarters Business Park,54 kg and under,Alkurnish,17.5,32.4,16.41,3385,3385,0
20 to 24,143,2019-03-21,male,135,18.6,325,Headquarters Business Park,54 kg and under,Night Ride,18.6,33.8,16.85,3256,3256,0
20 to 24,1717,2017-12-18,male,137,18.5,326,Headquarters Business Park,105 kg to 114 kg,Evening Ride,16.0,39.6,15.16,3408,3408,0
20 to 24,1365,2018-11-25,male,138,18.4,328,Headquarters Business Park,54 kg and under,Night Ride,17.1,32.8,9.41,1979,1979,0
20 to 24,1718,2019-11-17,male,139,18.3,329,Headquarters Business Park,54 kg and under,Afternoon Ride,13.4,40.7,18.11,4873,4873,0
20 to 24,1373,2019-11-29,male,140,18.2,331,Headquarters Business Park,,Afternoon Ride,17.9,39.6,63.92,12845,12845,0
20 to 24,1391,2017-12-08,male,141,17.9,337,Headquarters Business Park,54 kg and under,Night Ride,12.8,44.3,45.4,12795,12795,0
20 to 24,1719,2018-08-10,male,141,17.9,337,Headquarters Business Park,54 kg and under,Night Ride,16.1,33.8,17.65,3950,3950,1
20 to 24,128,2016-01-11,male,143,17.9,338,Headquarters Business Park,85 to 95 kg,Evening Ride,17.9,47.5,21.86,4403,4403,0
20 to 24,1392,2019-11-07,male,143,17.9,338,Headquarters Business Park,54 kg and under,Night Ride,13.6,34.9,34.5,9141,9141,0
20 to 24,1720,2019-01-25,male,145,17.8,339,Headquarters Business Park,54 kg and under,Morning Ride,12.4,52.6,15.94,4624,4624,0
20 to 24,1721,2019-05-28,male,146,17.8,340,Headquarters Business Park,,Evening Ride,17.9,29.5,6.94,1398,1398,0
20 to 24,1722,2019-11-26,male,146,17.8,340,Headquarters Business Park,54 kg and under,Evening Ride,12.3,34.2,22.55,6597,6597,0
20 to 24,1723,2019-01-12,male,148,17.7,341,Headquarters Business Park,54 kg and under,Evening Ride,18.0,82.1,15.54,3117,3117,0
20 to 24,1724,2019-11-11,male,149,17.5,344,Headquarters Business Park,54 kg and under,2,12.1,33.8,8.5,2523,2523,0
20 to 24,1725,2020-01-15,male,149,17.5,344,Headquarters Business Park,54 kg and under,Night Ride,15.9,36.7,32.85,7449,7449,0
20 to 24,1726,2018-03-13,male,151,17.2,350,Headquarters Business Park,115 kg and over,Evening Ride,15.8,37.1,12.45,2831,2831,0
20 to 24,1727,2017-12-07,male,151,17.2,350,Headquarters Business Park,54 kg and under,Evening Ride,16.2,57.2,13.37,2980,2980,0
20 to 24,87,2014-07-19,male,153,17.2,351,Headquarters Business Park,75 to 84 kg,Night Ride,21.5,59.8,60.37,10102,10102,0
20 to 24,133,2016-09-23,male,154,17.1,353,Headquarters Business Park,54 kg and under,Morning Ride,16.1,41.8,34.61,7737,7737,0
20 to 24,1728,2019-09-16,male,154,17.1,353,Headquarters Business Park,54 kg and under,Night Ride,17.5,33.8,12.58,2586,2586,0
20 to 24,1729,2019-04-12,male,156,16.9,357,Headquarters Business Park,54 kg and under,Night Ride,21.8,96.5,18.98,3139,3139,0
20 to 24,1730,2018-02-27,male,157,16.4,368,Headquarters Business Park,55 to 64 kg,Afternoon Ride,18.0,34.9,10.58,2111,2111,0
20 to 24,1165,2018-01-06,male,157,16.4,368,Headquarters Business Park,75 to 84 kg,Morning Ride,12.3,35.3,68.39,20097,20097,0
20 to 24,1374,2019-01-06,male,159,16.3,370,Headquarters Business Park,75 to 84 kg,Afternoon Ride,15.6,38.9,31.65,7297,7297,0
20 to 24,139,2013-12-13,male,160,16.1,375,Headquarters Business Park,65 to 74 kg,تمرين جدة الكورنيش,18.5,41.4,38.13,7407,7407,0
20 to 24,512,2019-09-25,male,161,16.0,377,Headquarters Business Park,54 kg and under,Evening Ride,15.0,34.2,34.82,8339,8339,0
20 to 24,141,2017-08-07,male,162,15.9,380,Headquarters Business Park,75 to 84 kg,Evening Ride,16.7,39.6,18.87,4066,4066,1
20 to 24,1731,2018-08-26,male,162,15.9,380,Headquarters Business Park,95 kg to 104 kg, bicycle ,19.4,34.2,6.9,1285,1285,0
20 to 24,1732,2018-03-22,male,164,15.8,382,Headquarters Business Park,54 kg and under,Evening Ride,14.8,27.4,10.5,2548,2548,0
20 to 24,132,2018-05-08,male,165,15.6,386,Headquarters Business Park,85 to 95 kg,Night Ride,15.6,44.6,30.92,7128,7128,0
20 to 24,1733,2019-04-16,male,166,15.6,387,Headquarters Business Park,,Evening Ride,15.1,23.4,10.79,2580,2580,0
20 to 24,1734,2019-12-23,male,166,15.6,387,Headquarters Business Park,54 kg and under,Afternoon Ride,16.3,74.2,7.65,1692,1692,0
20 to 24,1735,2019-05-03,male,168,15.2,396,Headquarters Business Park,54 kg and under,Night Ride,13.8,24.5,9.27,2425,2425,0
20 to 24,1736,2018-12-24,male,169,15.2,397,Headquarters Business Park,54 kg and under,Afternoon Ride,16.7,60.1,18.48,3981,3981,0
20 to 24,1737,2020-02-18,male,169,15.2,397,Headquarters Business Park,54 kg and under,Evening Ride,15.0,21.2,5.94,1423,1423,0
20 to 24,378,2015-01-16,male,171,15.1,400,Headquarters Business Park,75 to 84 kg,Afternoon Ride,15.8,34.6,53.19,12118,12118,0
20 to 24,1738,2019-05-11,male,172,15.0,403,Headquarters Business Park,54 kg and under,Afternoon Ride,13.8,23.0,11.59,3016,3016,0
20 to 24,1739,2019-10-30,male,173,14.8,408,Headquarters Business Park,85 to 95 kg,Afternoon Ride,16.0,31.7,10.41,2346,2346,0
20 to 24,1740,2020-01-20,male,173,14.8,408,Headquarters Business Park,,Afternoon Ride,13.7,77.8,4.81,1264,1264,0
20 to 24,1741,2019-07-27,male,175,14.7,410,Headquarters Business Park,54 kg and under,Evening Ride,10.6,96.5,21.76,7372,7372,0
20 to 24,1742,2018-12-26,male,176,14.7,411,Headquarters Business Park,54 kg and under,Night Ride,15.5,40.7,29.9,6929,6929,0
20 to 24,1743,2017-12-15,male,177,14.5,416,Headquarters Business Park,,Night Ride,10.1,32.4,9.65,3438,3438,0
20 to 24,1744,2019-11-23,male,178,14.5,417,Headquarters Business Park,54 kg and under,Evening Ride,13.4,35.6,10.55,2831,2831,0
20 to 24,108,2018-03-05,male,179,14.3,421,Headquarters Business Park,54 kg and under,Evening Ride,18.5,46.1,61.29,11957,11957,0
20 to 24,1394,2016-04-21,male,180,14.1,428,Headquarters Business Park,54 kg and under,Night Ride,18.4,86.0,20.49,4008,4008,0
20 to 24,1745,2019-12-16,male,181,13.8,436,Headquarters Business Park,54 kg and under,Morning Ride,13.9,47.2,10.52,2730,2730,0
20 to 24,142,2014-01-24,male,182,13.5,447,Headquarters Business Park,115 kg and over,Evening Ride,15.5,75.2,60.5,14085,14085,0
20 to 24,1371,2019-08-15,male,183,12.8,472,Headquarters Business Park,75 to 84 kg,Morning Ride,11.9,29.5,5.05,1525,1525,0
20 to 24,1746,2019-06-07,male,184,12.1,497,Headquarters Business Park,54 kg and under,Night Ride,14.1,64.4,18.67,4754,4754,0
20 to 24,1747,2019-03-07,male,185,11.9,508,Headquarters Business Park,54 kg and under,Morning Ride,12.2,23.8,13.25,3894,3894,0
20 to 24,1748,2018-06-07,male,186,11.6,521,Headquarters Business Park,54 kg and under,Night Ride,18.2,39.6,14.9,2944,2944,0
20 to 24,1749,2019-08-09,male,187,11.5,526,Headquarters Business Park,54 kg and under,Evening Ride,12.5,52.6,8.52,2447,2447,0
20 to 24,145,2018-01-26,male,188,10.1,597,Headquarters Business Park,85 to 95 kg,Evening Ride,13.7,39.2,28.72,7572,7572,0
20 to 24,1750,2018-12-19,male,189,9.6,626,Headquarters Business Park,54 kg and under,Night Ride,16.3,45.4,8.0,1763,1763,0
20 to 24,1751,2017-12-03,male,190,8.4,718,Headquarters Business Park,54 kg and under,First ride ,13.7,41.0,46.69,12238,12238,0
20 to 24,1752,2019-02-19,male,191,6.9,871,Headquarters Business Park,54 kg and under,Afternoon Ride,10.2,20.5,4.86,1713,1713,0
20 to 24,1753,2018-04-10,male,192,5.7,1063,Headquarters Business Park,75 to 84 kg,الواجهة البحرية,6.7,33.8,6.38,3406,3406,0
20 to 24,1393,2018-01-15,male,193,5.4,1112,Headquarters Business Park,54 kg and under, تمسيكية جدا جميلة مع جدة سايكلست fire man biking ,19.1,52.6,32.41,6110,6110,0
20 to 24,1375,2018-01-08,male,194,5.2,1157,Headquarters Business Park,54 kg and under,Evening Ride,16.6,34.6,22.32,4850,4850,0
20 to 24,1754,2019-01-22,male,195,4.8,1263,Headquarters Business Park,54 kg and under,Night Ride,13.3,73.8,18.48,5017,5017,0
20 to 24,1755,2020-01-14,male,196,4.7,1298,Headquarters Business Park,65 to 74 kg,Evening Ride,4.8,15.5,9.0,6751,6751,0
20 to 24,1756,2018-01-26,male,197,4.1,1461,Headquarters Business Park,54 kg and under,Evening Ride,5.7,25.9,10.1,6418,6418,0
20 to 24,1757,2018-01-17,male,198,2.5,2389,Headquarters Business Park,55 to 64 kg,Night Ride,15.6,48.2,24.44,5634,5634,1
